page,SpeedIndex,totalBytes,TTFB,renderStart,numConnections,numDomElements,numDomains,numRedirects,uses_cdn,bytesCss,reqCss,bytesJS,reqJS,bytesImg,reqImg,bytesFont,reqFont,bytesHtml,reqHtml,bytesJSON,reqJSON,reqTotal,gzipSavings,maxDomainReqs,maxage0,maxage1,maxage30,maxage365,maxageMore,maxageNull,num_long_tasks,TotalBlockingTime,EvaluateScript,FunctionCall,Layout,image_savings,renderBlockingCSS,renderBlockingJS,FirstContentfulPaint,FirstImagePaint,FirstMeaningfulPaint,FirstPaint,LargestContentfulPaint,layout_shifts_count,loadEventDuration,dclDuration,_responses_200,_responses_404,_responses_other,analytics,ads,marketing,fonts_scripts,tagman,chat,img_missing_width,img_missing_height,img_lazy_count,svg_count,is_lcp_preloaded,scripts_total,scripts_inline,scripts_async,scripts_defer
https://diagramjawlineunhappy.com/,500,11139,238,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,1,35,0,0,0,440,440,440,348,,,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://anewfeedliberty.com/,500,11139,254,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,1,28,0,0,0,447,447,447,356,,,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://max.cfaz.net/users/password/new?modal=true,500,10663,320,100,1,15,1,0,true,0,0,0,0,9662,1,0,0,1001,1,,,2,7977,1,0,0,0,0,0,2,,,,0,18,0,0,0,412,,412,408,,,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,null,0,0,0,0
https://etv.ibomma.one/,500,22737,159,100,3,44,3,0,true,0,0,6883,1,11813,2,0,0,3778,1,,,6,0,2,0,4,0,0,0,2,,,4,3,16,2298,0,0,373,,373,284,,,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,null,2,1,0,1
https://joeeitel.com/,500,156877,166,100,3,19,3,0,true,0,0,155943,4,318,1,0,0,613,1,,,8,0,3,0,1,0,0,0,7,,,34,35,15,0,0,2,413,,413,320,,,1,0,7,0,1,1,0,0,0,0,0,0,0,0,0,null,4,0,2,0
https://astonishlandmassnervy.com/,500,11139,264,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,1,24,0,0,0,440,440,440,368,,,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://nowosama.com/,500,11247,268,100,3,102,3,1,false,0,0,0,0,4376,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,1,22,0,0,0,358,358,358,356,,,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://onhockey.tv/addstream.html,500,14452,256,100,2,40,2,1,true,0,0,11785,3,1156,1,0,0,1511,1,,,7,0,5,0,2,1,0,0,4,1,59,89,2,26,0,0,0,451,,451,336,,,1,1,5,0,2,1,0,0,0,0,0,0,0,0,0,null,2,1,0,1
https://osamaimpact.com/,500,11139,271,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,3,24,0,0,0,451,451,451,364,,,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://adv.clickadu.net/,500,10805,180,100,3,102,3,1,true,0,0,0,0,4268,2,0,0,6537,1,,,3,0,0,0,0,0,2,0,1,,,0,3,36,0,0,0,376,376,376,316,,,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://osamara.com/,500,11139,268,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,2,23,0,0,0,451,451,451,364,,,0,2,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://www.ibomma.org/,500,26800,121,100,3,49,3,0,true,1565,1,6883,1,16377,3,0,0,1712,1,,,8,0,4,0,6,0,0,0,2,1,18,4,2,66,0,1,0,448,448,448,376,,,0,0,7,0,1,1,0,0,0,0,0,1,1,0,1,false,1,0,0,1
https://www39.tubidy.buzz/,500,206308,156,100,4,399,4,0,true,0,0,157317,3,24325,2,0,0,24666,1,,,8,41362,4,0,4,0,0,0,4,1,5,28,3,55,0,0,0,446,446,446,320,,,3,1,6,0,2,2,0,0,0,0,0,0,0,0,0,false,6,4,3,1
https://albam8.com/,500,14033,145,100,2,21,2,1,true,0,0,11766,3,152,1,0,0,2115,1,,,7,0,5,0,3,0,0,0,4,1,74,98,6,49,0,0,0,413,,413,320,,,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,null,3,2,0,1
https://www.bestwordlist.com/allwords.htm,500,321056,169,100,5,177,5,0,true,0,0,310001,3,7423,3,0,0,3612,1,,,10,4235,4,0,0,3,0,0,7,,,35,25,43,0,0,0,407,401,407,308,,,1,0,8,0,2,2,0,0,0,0,0,0,0,0,0,null,9,1,8,0
https://www.keledushu.com/,500,39415,153,100,2,78,2,1,true,3508,1,28582,6,4716,2,0,0,2609,1,,,12,0,10,0,8,0,0,0,4,2,79,98,3,65,0,1,0,434,434,434,320,,,0,3,10,0,2,1,0,0,0,0,0,0,0,0,0,null,5,2,0,2
https://nappyonsetstiffness.com/,500,11139,255,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,5,43,0,0,0,434,434,434,384,,,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://www.eurosport.it/,500,13847,241,100,2,16,3,3,true,0,0,0,0,0,1,0,0,13847,2,,,5,0,1,0,4,0,0,0,1,,,,1,7,0,0,0,383,,383,312,,,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0
https://books.google.com/intl/en/googlebooks/privacy.html,500,29248,108,100,3,93,3,0,true,179,1,19099,2,6085,6,0,0,3885,1,,,10,0,4,0,1,1,0,0,8,,,19,1,27,0,1,0,451,451,451,312,,3,0,0,10,0,0,1,0,0,0,0,0,1,1,0,0,null,3,1,1,0
https://artcapturemumble.com/,500,11139,254,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,1,33,0,0,0,443,443,443,352,,,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://entreesmoothstir.com/,500,11139,260,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,1,33,0,0,0,431,431,431,360,,,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://www.tntsports.co.uk/rugby/quilter-nations-series/2025/george-ford-will-start-at-fly-half-against-new-zealand-as-fin-smith-absent-from-squad-in-one-of-seven-england-changes_sto23240129/story.shtml,500,23564,191,100,1,36,1,2,true,0,0,0,0,0,1,0,0,23564,2,,,4,0,3,0,3,0,0,0,1,,,,,0,0,0,0,385,,385,0,,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
https://datingprudethimble.com/,500,11139,283,100,3,102,3,1,false,0,0,0,0,4268,2,0,0,6871,1,,,3,0,0,0,0,0,2,0,1,,,0,1,20,0,0,0,450,450,450,376,,,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,null,1,1,0,0
https://www.seatguru.com/,501,69490,201,100,1,1,1,0,true,1208,1,0,0,9462,4,58344,2,476,1,,,8,0,7,0,0,0,0,0,8,,,,2,39,0,1,0,385,385,385,0,,1,0,0,8,0,0,0,0,1,0,0,1,0,0,0,0,null,0,0,0,0
https://www.conflictnations.com/fileadmin/templates/conflictnations/legal/privacypolicy.html,501,11942,234,100,1,381,1,0,true,0,0,655,1,922,1,0,0,10365,1,,,3,0,2,0,0,1,0,0,2,,,5,1,45,0,0,1,416,,416,360,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0
https://y2meta.tube/,502,194172,221,100,5,238,4,1,true,0,0,157368,3,3799,2,18028,1,14977,2,,,10,1824,6,0,4,0,0,0,6,1,18,30,35,70,0,0,0,443,484,443,372,,5,3,0,7,0,3,2,0,1,0,0,0,1,1,1,0,null,6,4,3,1
https://perutops.com/,502,267047,217,100,5,87,5,0,true,1613,1,153609,2,109320,12,0,0,2377,1,,,20,0,15,0,0,0,3,0,17,1,6,22,43,56,0,1,0,421,448,421,396,,,0,0,16,1,3,2,0,0,0,0,0,9,9,0,0,null,4,1,2,1
https://books.google.com.br/intl/pt-BR/googlebooks/privacy.html,504,97531,140,100,5,65,5,0,true,18947,3,21880,3,3937,3,48320,1,4447,1,,,11,0,3,0,1,1,1,0,8,1,8,20,2,59,0,3,1,432,,542,416,,,2,0,11,0,0,1,0,0,1,0,0,1,1,0,0,null,5,2,1,0
https://wow.boomlearning.com/,504,36012,204,100,1,73,1,0,false,3096,1,0,0,31530,2,0,0,1386,1,,,4,0,3,0,0,0,0,0,4,1,24,,0,73,0,1,0,443,463,443,392,,,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,false,0,0,0,0
https://www.bappam.net/,504,28042,124,100,4,42,4,0,true,694,1,0,0,11675,3,12756,1,2654,1,,,7,0,3,0,5,0,1,0,1,,,,0,32,0,1,0,418,418,418,340,,3,0,0,7,0,0,0,0,0,1,0,0,1,1,0,1,false,1,1,1,0
https://lauxanh.xxx/,504,408345,237,100,5,237,5,0,true,0,0,146989,3,248370,4,0,0,12986,1,,,10,2261,5,0,4,0,0,0,6,1,14,31,36,66,0,0,1,450,476,450,416,,4,1,0,7,0,3,2,0,0,0,0,0,16,16,15,0,null,4,1,1,1
