page,SpeedIndex,totalBytes,TTFB,renderStart,numConnections,numDomElements,numDomains,numRedirects,uses_cdn,bytesCss,reqCss,bytesJS,reqJS,bytesImg,reqImg,bytesFont,reqFont,bytesHtml,reqHtml,bytesJSON,reqJSON,reqTotal,gzipSavings,maxDomainReqs,maxage0,maxage1,maxage30,maxage365,maxageMore,maxageNull,num_long_tasks,TotalBlockingTime,EvaluateScript,FunctionCall,Layout,image_savings,renderBlockingCSS,renderBlockingJS,FirstContentfulPaint,FirstImagePaint,FirstMeaningfulPaint,FirstPaint,LargestContentfulPaint,layout_shifts_count,loadEventDuration,dclDuration,_responses_200,_responses_404,_responses_other,analytics,ads,marketing,fonts_scripts,tagman,chat,img_missing_width,img_missing_height,img_lazy_count,svg_count,is_lcp_preloaded,scripts_total,scripts_inline,scripts_async,scripts_defer
https://www.mhund.com.br/,5704,2512340,745,100,5,null,5,0,false,695344,3,1471559,7,191927,3,143508,3,10002,1,,,18,1554471,13,0,0,0,1,2,15,2,35,67,57,116,104342,3,2,3123,3123,3123,3123,,11,0,27,17,0,1,1,0,0,0,0,0,,,,,,0,0,0,0
https://www.mi.co.id/,5806,6958731,1538,100,44,2674,29,8,false,388893,16,5527476,84,777846,88,160101,3,48715,17,,,240,190855,78,0,21,3,89,45,82,43,4516,1924,1630,1232,17427,8,27,4044,4044,5980,4040,,4,2,0,224,0,16,2,1,0,0,1,1,175,175,125,19,,68,14,23,4
https://www.mi.com/,7853,4272232,1593,100,24,1051,19,3,true,298037,15,2698096,69,1158811,35,68488,3,29662,10,,,150,151202,49,0,22,1,41,45,41,28,2043,1385,1035,698,17427,8,1,3048,3048,3616,2948,,4,1,0,144,0,6,1,0,0,0,1,1,66,66,5,25,,58,12,15,27
https://www.mi.com/us/smart-home/,6041,3304536,1737,100,22,718,18,2,true,296564,13,2282275,53,629207,19,47296,2,22924,6,,,108,218399,48,0,4,1,25,45,33,11,713,629,456,421,0,8,1,3149,3149,3149,3040,,16,2,0,105,0,3,1,0,0,0,1,0,26,26,15,1,,57,12,14,27
https://www.miabytanishq.com/en_IN/collections/manifest,5329,4371129,433,100,56,6559,54,9,true,187723,18,2037610,66,1786318,150,212991,7,136257,15,,,303,0,167,0,13,117,25,0,148,30,2071,1321,1199,730,77976,1,2,1897,1897,3557,1812,,11,107,2,274,5,24,5,3,1,1,1,2,726,789,89,117,false,158,112,32,13
https://www.miamiherald.com/,7984,10465593,216,100,122,1026,112,75,true,55970,4,2417344,66,7825168,93,72576,2,43694,29,,,316,189323,40,0,45,10,5,2,254,14,1026,1002,347,256,0,2,2,1368,1601,1368,1308,,7,254,18,216,4,96,2,8,0,1,1,0,6,6,23,7,false,51,6,43,3
https://www.michaelkors.com/,13288,7632780,483,100,145,1947,117,17,true,182430,21,5333696,178,1648805,78,275485,8,111125,27,,,392,64248,50,0,118,39,11,0,224,47,2999,2649,3193,572,0,12,12,2052,2052,2052,1940,,7,133,6,360,0,32,8,6,2,0,2,0,54,63,41,3,false,206,68,172,16
https://www.michaelkors.com/womens-new-arrivals/,15817,6458778,468,200,141,3230,118,17,true,201690,14,4956266,171,802697,111,274922,8,131510,27,,,424,29262,52,0,154,43,12,0,215,45,3545,1768,2593,453,0,5,5,2966,2966,2966,1620,,24,151,24,390,0,34,8,6,2,0,2,0,152,152,130,3,false,248,105,171,17
https://www.michaelkorsoutlet.jp/,4871,4835735,667,100,82,1457,71,9,false,117114,3,2250395,47,2158218,93,103752,2,178206,9,,,202,1012059,46,0,9,2,3,0,188,12,565,665,488,369,321540,2,6,2536,2536,4480,2408,,48,14,128,185,0,17,6,4,0,0,1,0,58,58,0,1,false,78,28,37,0
https://www.michiganlottery.com/,5883,6652107,400,100,56,2037,46,15,false,85656,8,3740164,49,1763753,56,98536,2,9837,12,,,194,769747,33,0,5,1,40,0,148,15,966,1367,595,412,381909,3,2,3420,3474,7384,2008,,13,27,0,172,1,21,4,2,0,1,1,0,91,91,0,53,false,57,11,40,0
